'Elapsed time','ECG'
'0:28.516',7.868
'0:28.520',8.108
'0:28.524',8.264
'0:28.528',8.032
'0:28.532',7.892
'0:28.536',8.112
'0:28.540',8.284
'0:28.544',8.176
'0:28.548',7.940
'0:28.552',8.112
'0:28.556',8.320
'0:28.560',8.220
'0:28.564',7.968
'0:28.568',8.096
'0:28.572',8.332
'0:28.576',8.248
'0:28.580',8.028
'0:28.584',8.048
'0:28.588',8.284
'0:28.592',8.284
'0:28.596',8.048
'0:28.600',8.020
'0:28.604',8.244
'0:28.608',8.256
'0:28.612',8.036
'0:28.616',7.916
'0:28.620',8.104
'0:28.624',8.180
'0:28.628',8.004
'0:28.632',7.840
'0:28.636',8.016
'0:28.640',8.160
'0:28.644',7.996
'0:28.648',7.828
'0:28.652',7.956
'0:28.656',8.144
'0:28.660',8.080
'0:28.664',7.840
'0:28.668',7.912
'0:28.672',8.144
'0:28.676',8.108
'0:28.680',7.832
'0:28.684',7.884
'0:28.688',8.124
'0:28.692',8.148
'0:28.696',7.920
'0:28.700',7.832
'0:28.704',7.952
'0:28.708',8.004
'0:28.712',7.828
'0:28.716',7.884
'0:28.720',8.432
'0:28.724',9.116
'0:28.728',9.508
'0:28.732',9.824
'0:28.736',9.892
'0:28.740',9.452
'0:28.744',8.852
'0:28.748',8.524
'0:28.752',8.516
'0:28.756',8.592
'0:28.760',8.376
'0:28.764',8.044
'0:28.768',8.060
'0:28.772',8.272
'0:28.776',8.216
'0:28.780',7.960
'0:28.784',7.964
'0:28.788',8.148
'0:28.792',8.200
'0:28.796',7.992
'0:28.800',7.908
'0:28.804',8.112
'0:28.808',8.180
'0:28.812',7.968
'0:28.816',7.856
'0:28.820',8.064
'0:28.824',8.192
'0:28.828',8.004
'0:28.832',7.844
'0:28.836',8.024
'0:28.840',8.212
'0:28.844',8.060
'0:28.848',7.828
'0:28.852',7.972
'0:28.856',8.180
'0:28.860',8.120
'0:28.864',7.872
'0:28.868',7.944
'0:28.872',8.192
'0:28.876',8.120
'0:28.880',7.896
'0:28.884',7.920
'0:28.888',8.164
'0:28.892',8.168
'0:28.896',7.952
'0:28.900',7.896
'0:28.904',8.136
'0:28.908',8.204
'0:28.912',7.968
'0:28.916',7.872
'0:28.920',8.064
'0:28.924',8.220
'0:28.928',8.048
'0:28.932',7.900
'0:28.936',8.084
'0:28.940',8.284
'0:28.944',8.100
'0:28.948',7.912
'0:28.952',8.064
'0:28.956',8.268
'0:28.960',8.180
'0:28.964',7.968
'0:28.968',8.080
'0:28.972',8.308
'0:28.976',8.300
'0:28.980',8.060
'0:28.984',8.096
'0:28.988',8.344
'0:28.992',8.376
'0:28.996',8.200
'0:29.000',8.176
'0:29.004',8.408
'0:29.008',8.516
'0:29.012',8.300
'0:29.016',8.200
'0:29.020',8.412
'0:29.024',8.552
'0:29.028',8.376
'0:29.032',8.220
'0:29.036',8.392
'0:29.040',8.616
'0:29.044',8.424
'0:29.048',8.216
'0:29.052',8.320
'0:29.056',8.528
'0:29.060',8.372
'0:29.064',8.096
'0:29.068',8.168
'0:29.072',8.376
'0:29.076',8.304
'0:29.080',8.032
'0:29.084',8.032
'0:29.088',8.240
'0:29.092',8.228
'0:29.096',7.980
'0:29.100',7.928
'0:29.104',8.152
'0:29.108',8.224
'0:29.112',8.004
'0:29.116',7.872
'0:29.120',8.068
'0:29.124',8.220
'0:29.128',8.028
'0:29.132',7.880
'0:29.136',8.020
'0:29.140',8.224
'0:29.144',8.108
'0:29.148',7.880
'0:29.152',7.996
'0:29.156',8.212
'0:29.160',8.136
'0:29.164',7.884
'0:29.168',7.956
'0:29.172',8.172
'0:29.176',8.180
'0:29.180',7.952
'0:29.184',7.964
'0:29.188',8.144
'0:29.192',8.200
'0:29.196',7.952
'0:29.200',7.920
'0:29.204',8.128
'0:29.208',8.252
'0:29.212',8.024
'0:29.216',7.928
'0:29.220',8.128
'0:29.224',8.256
'0:29.228',8.092
'0:29.232',7.888
'0:29.236',8.048
'0:29.240',8.252
'0:29.244',8.136
'0:29.248',7.912
'0:29.252',8.040
'0:29.256',8.252
'0:29.260',8.152
'0:29.264',7.928
'0:29.268',7.992
'0:29.272',8.236
'0:29.276',8.188
'0:29.280',7.960
'0:29.284',7.976
'0:29.288',8.184
'0:29.292',8.188
'0:29.296',7.960
'0:29.300',7.928
'0:29.304',8.124
'0:29.308',8.232
'0:29.312',8.020
'0:29.316',7.904
'0:29.320',8.104
'0:29.324',8.228
'0:29.328',8.052
'0:29.332',7.896
'0:29.336',8.068
'0:29.340',8.236
'0:29.344',8.100
'0:29.348',7.892
'0:29.352',8.028
'0:29.356',8.264
'0:29.360',8.120
'0:29.364',7.920
'0:29.368',7.964
'0:29.372',8.196
'0:29.376',8.180
'0:29.380',7.916
'0:29.384',7.948
'0:29.388',8.180
'0:29.392',8.188
'0:29.396',7.972
'0:29.400',7.924
'0:29.404',8.136
'0:29.408',8.204
'0:29.412',8.000
'0:29.416',7.912
'0:29.420',8.092
'0:29.424',8.252
'0:29.428',8.048
'0:29.432',7.884
'0:29.436',8.056
'0:29.440',8.224
'0:29.444',8.084
'0:29.448',7.896
'0:29.452',8.004
'0:29.456',8.220
'0:29.460',8.116
'0:29.464',7.908
'0:29.468',7.964
'0:29.472',8.188
'0:29.476',8.148
'0:29.480',7.900
'0:29.484',7.936
'0:29.488',8.172
'0:29.492',8.204
'0:29.496',8.020
'0:29.500',7.976
'0:29.504',8.200
'0:29.508',8.320
'0:29.512',8.112
'0:29.516',7.988
'0:29.520',8.212
'0:29.524',8.344
'0:29.528',8.176
'0:29.532',7.956
'0:29.536',8.176
'0:29.540',8.368
'0:29.544',8.212
'0:29.548',8.044
'0:29.552',8.144
'0:29.556',8.320
'0:29.560',8.232
'0:29.564',8.012
'0:29.568',8.100
'0:29.572',8.304
'0:29.576',8.240
'0:29.580',8.008
'0:29.584',7.972
'0:29.588',8.168
'0:29.592',8.172
'0:29.596',7.916
'0:29.600',7.864
'0:29.604',8.056
'0:29.608',8.168
'0:29.612',7.928
'0:29.616',7.832
'0:29.620',8.024
'0:29.624',8.192
'0:29.628',7.996
'0:29.632',7.820
'0:29.636',7.996
'0:29.640',8.192
'0:29.644',8.044
'0:29.648',7.780
'0:29.652',7.936
'0:29.656',8.156
'0:29.660',8.072
'0:29.664',7.852
'0:29.668',7.892
'0:29.672',7.960
'0:29.676',7.944
'0:29.680',7.816
'0:29.684',8.012
'0:29.688',8.600
'0:29.692',9.212
'0:29.696',9.560
'0:29.700',9.856
'0:29.704',9.840
'0:29.708',9.356
'0:29.712',8.732
'0:29.716',8.484
'0:29.720',8.536
'0:29.724',8.580
'0:29.728',8.276
'0:29.732',8.020
'0:29.736',8.176
'0:29.740',8.276
'0:29.744',8.160
'0:29.748',7.932
'0:29.752',8.052
'0:29.756',8.264
'0:29.760',8.156
'0:29.764',7.896
'0:29.768',7.984
'0:29.772',8.204
'0:29.776',8.180
'0:29.780',7.944
'0:29.784',7.928
'0:29.788',8.148
'0:29.792',8.212
'0:29.796',7.956
'0:29.800',7.928
'0:29.804',8.148
'0:29.808',8.244
'0:29.812',8.008
'0:29.816',7.892
'0:29.820',8.092
'0:29.824',8.256
'0:29.828',8.068
'0:29.832',7.916
'0:29.836',8.064
'0:29.840',8.256
'0:29.844',8.112
'0:29.848',7.900
'0:29.852',8.012
'0:29.856',8.232
'0:29.860',8.136
'0:29.864',7.948
'0:29.868',8.004
'0:29.872',8.224
'0:29.876',8.180
'0:29.880',7.984
'0:29.884',7.992
'0:29.888',8.224
'0:29.892',8.244
'0:29.896',8.040
'0:29.900',7.944
'0:29.904',8.196
'0:29.908',8.292
'0:29.912',8.096
'0:29.916',7.936
'0:29.920',8.164
'0:29.924',8.324
'0:29.928',8.172
'0:29.932',7.996
'0:29.936',8.184
'0:29.940',8.384
'0:29.944',8.260
'0:29.948',8.072
'0:29.952',8.212
'0:29.956',8.432
'0:29.960',8.380
'0:29.964',8.164
'0:29.968',8.252
'0:29.972',8.528
'0:29.976',8.500
'0:29.980',8.292
'0:29.984',8.292
'0:29.988',8.548
'0:29.992',8.592
'0:29.996',8.380
'0:30.000',8.316
'0:30.004',8.580
'0:30.008',8.664
'0:30.012',8.428
'0:30.016',8.264
'0:30.020',8.444
'0:30.024',8.584
'0:30.028',8.376
'0:30.032',8.168
'0:30.036',8.336
'0:30.040',8.452
'0:30.044',8.312
'0:30.048',8.096
'0:30.052',8.176
'0:30.056',8.352
'0:30.060',8.280
'0:30.064',8.024
'0:30.068',8.088
'0:30.072',8.288
'0:30.076',8.284
'0:30.080',8.020
'0:30.084',8.008
'0:30.088',8.240
'0:30.092',8.248
'0:30.096',8.012
'0:30.100',7.968
'0:30.104',8.212
'0:30.108',8.328
'0:30.112',8.116
'0:30.116',7.944
'0:30.120',8.140
'0:30.124',8.292
'0:30.128',8.104
'0:30.132',7.952
'0:30.136',8.148
'0:30.140',8.352
'0:30.144',8.188
'0:30.148',7.988
'0:30.152',8.092
'0:30.156',8.280
'0:30.160',8.212
'0:30.164',7.956
'0:30.168',8.020
'0:30.172',8.264
'0:30.176',8.252
'0:30.180',8.044
'0:30.184',8.004
'0:30.188',8.296
'0:30.192',8.300
'0:30.196',8.060
'0:30.200',8.000
'0:30.204',8.212
'0:30.208',8.332
'0:30.212',8.120
'0:30.216',7.992
'0:30.220',8.184
'0:30.224',8.340
'0:30.228',8.164
'0:30.232',7.984
'0:30.236',8.152
'0:30.240',8.328
'0:30.244',8.224
'0:30.248',8.008
'0:30.252',8.112
'0:30.256',8.328
'0:30.260',8.216
'0:30.264',8.004
'0:30.268',8.048
'0:30.272',8.336
'0:30.276',8.300
'0:30.280',8.052
'0:30.284',8.008
'0:30.288',8.284
'0:30.292',8.292
'0:30.296',8.064
'0:30.300',7.988
'0:30.304',8.244
'0:30.308',8.344
'0:30.312',8.132
'0:30.316',7.988
'0:30.320',8.156
'0:30.324',8.328
'0:30.328',8.148
'0:30.332',7.972
'0:30.336',8.096
'0:30.340',8.304
'0:30.344',8.204
'0:30.348',7.996
'0:30.352',8.052
'0:30.356',8.324
'0:30.360',8.224
'0:30.364',7.984
'0:30.368',8.000
'0:30.372',8.288
'0:30.376',8.236
'0:30.380',8.040
'0:30.384',7.972
'0:30.388',8.232
'0:30.392',8.276
'0:30.396',8.052
'0:30.400',7.968
'0:30.404',8.172
'0:30.408',8.296
'0:30.412',8.068
'0:30.416',7.952
'0:30.420',8.144
'0:30.424',8.332
'0:30.428',8.144
'0:30.432',7.964
'0:30.436',8.096
'0:30.440',8.316
'0:30.444',8.172
'0:30.448',7.964
'0:30.452',8.024
'0:30.456',8.312
'0:30.460',8.248
'0:30.464',8.036
'0:30.468',8.052
'0:30.472',8.316
'0:30.476',8.348
'0:30.480',8.104
'0:30.484',8.072
'0:30.488',8.336
'0:30.492',8.404
'0:30.496',8.160
'0:30.500',8.084
'0:30.504',8.300
'0:30.508',8.452
'0:30.512',8.196
'0:30.516',8.100
'0:30.520',8.292
'0:30.524',8.460
'0:30.528',8.236
'0:30.532',8.088
'0:30.536',8.228
'0:30.540',8.448
'0:30.544',8.284
'0:30.548',8.092
'0:30.552',8.104
'0:30.556',8.360
'0:30.560',8.192
'0:30.564',7.944
'0:30.568',7.976
'0:30.572',8.260
'0:30.576',8.236
'0:30.580',7.976
'0:30.584',7.944
'0:30.588',8.220
'0:30.592',8.268
'0:30.596',8.036
'0:30.600',7.960
'0:30.604',8.160
'0:30.608',8.280
'0:30.612',8.060
'0:30.616',7.948
'0:30.620',8.136
'0:30.624',8.292
'0:30.628',8.148
'0:30.632',7.944
'0:30.636',8.012
'0:30.640',8.184
'0:30.644',7.992
'0:30.648',7.856
'0:30.652',8.016
'0:30.656',8.544
'0:30.660',8.956
'0:30.664',9.304
'0:30.668',9.808
'0:30.672',10.184
'0:30.676',9.652
'0:30.680',8.824
'0:30.684',8.604
'0:30.688',8.772
'0:30.692',8.676
'0:30.696',8.348
'0:30.700',8.144
'0:30.704',8.312
'0:30.708',8.404
'0:30.712',8.192
'0:30.716',8.020
'0:30.720',8.164
'0:30.724',8.376
'0:30.728',8.192
'0:30.732',8.016
'0:30.736',8.100
'0:30.740',8.316
'0:30.744',8.180
'0:30.748',7.956
'0:30.752',8.052
'0:30.756',8.308
'0:30.760',8.240
'0:30.764',8.008
'0:30.768',8.028
'0:30.772',8.288
'0:30.776',8.240
'0:30.780',8.028
'0:30.784',7.984
'0:30.788',8.204
'0:30.792',8.276
'0:30.796',8.072
'0:30.800',8.032
'0:30.804',8.208
'0:30.808',8.288
'0:30.812',8.072
'0:30.816',7.988
'0:30.820',8.156
'0:30.824',8.352
'0:30.828',8.188
'0:30.832',8.032
'0:30.836',8.120
'0:30.840',8.356
'0:30.844',8.232
'0:30.848',7.988
'0:30.852',8.096
'0:30.856',8.340
'0:30.860',8.276
'0:30.864',8.048
'0:30.868',8.052
'0:30.872',8.348
'0:30.876',8.328
'0:30.880',8.092
'0:30.884',8.060
'0:30.888',8.356
'0:30.892',8.376
'0:30.896',8.152
'0:30.900',8.108
'0:30.904',8.312
'0:30.908',8.444
'0:30.912',8.248
'0:30.916',8.148
'0:30.920',8.308
'0:30.924',8.528
'0:30.928',8.316
'0:30.932',8.200
'0:30.936',8.348
'0:30.940',8.612
'0:30.944',8.500
'0:30.948',8.300
'0:30.952',8.328
'0:30.956',8.624
'0:30.960',8.616
'0:30.964',8.356
'0:30.968',8.388
'0:30.972',8.636
'0:30.976',8.656
'0:30.980',8.392
'0:30.984',8.328
'0:30.988',8.520
'0:30.992',8.604
'0:30.996',8.380
'0:31.000',8.240
'0:31.004',8.432
'0:31.008',8.516
'0:31.012',8.276
'0:31.016',8.136
'0:31.020',8.244
'0:31.024',8.416
'0:31.028',8.220
'0:31.032',8.004
'0:31.036',8.108
'0:31.040',8.332
'0:31.044',8.204
'0:31.048',7.992
'0:31.052',8.044
'0:31.056',8.308
'0:31.060',8.204
'0:31.064',7.932
'0:31.068',8.004
'0:31.072',8.260
'0:31.076',8.248
'0:31.080',8.024
'0:31.084',8.004
'0:31.088',8.180
'0:31.092',8.284
'0:31.096',8.028
'0:31.100',7.928
'0:31.104',8.156
'0:31.108',8.240
'0:31.112',7.988
'0:31.116',7.916
'0:31.120',8.120
'0:31.124',8.324
'0:31.128',8.156
'0:31.132',7.916
'0:31.136',8.016
'0:31.140',8.264
'0:31.144',8.156
'0:31.148',7.908
'0:31.152',7.976
'0:31.156',8.216
'0:31.160',8.172
'0:31.164',7.948
'0:31.168',7.984
'0:31.172',8.220
'0:31.176',8.152
'0:31.180',7.816
'0:31.184',7.884
'0:31.188',8.152
'0:31.192',8.212
'0:31.196',8.008
'0:31.200',7.912
'0:31.204',8.056
'0:31.208',8.228
'0:31.212',8.032
'0:31.216',7.952
'0:31.220',8.016
'0:31.224',8.100
'0:31.228',7.980
'0:31.232',7.880
'0:31.236',8.024
'0:31.240',8.248
'0:31.244',8.104
'0:31.248',7.880
'0:31.252',7.892
'0:31.256',8.160
'0:31.260',8.064
'0:31.264',7.844
'0:31.268',7.876
'0:31.272',8.088
'0:31.276',8.104
'0:31.280',7.828
'0:31.284',7.800
'0:31.288',8.076
'0:31.292',8.136
'0:31.296',7.860
'0:31.300',7.796
'0:31.304',7.976
'0:31.308',8.116
'0:31.312',7.988
'0:31.316',7.876
'0:31.320',8.020
'0:31.324',8.172
'0:31.328',7.944
'0:31.332',7.660
'0:31.336',7.856
'0:31.340',8.196
'0:31.344',8.012
'0:31.348',7.728
'0:31.352',7.788
'0:31.356',8.060
'0:31.360',8.044
'0:31.364',7.768
'0:31.368',7.836
'0:31.372',8.060
'0:31.376',8.096
'0:31.380',7.852
'0:31.384',7.828
'0:31.388',8.072
'0:31.392',8.176
'0:31.396',7.992
'0:31.400',7.808
'0:31.404',7.876
'0:31.408',8.040
'0:31.412',7.900
'0:31.416',7.664
'0:31.420',7.780
'0:31.424',8.096
'0:31.428',7.924
'0:31.432',7.628
'0:31.436',7.784
'0:31.440',8.188
'0:31.444',8.152
'0:31.448',7.916
'0:31.452',8.020
'0:31.456',8.192
'0:31.460',8.108
'0:31.464',7.812
'0:31.468',7.884
'0:31.472',8.128
'0:31.476',8.348
'0:31.480',8.092
'0:31.484',7.892
'0:31.488',8.040
'0:31.492',8.156
'0:31.496',7.948
'0:31.500',7.764
'0:31.504',7.936
'0:31.508',8.188
'0:31.512',7.996
'0:31.516',7.880
'0:31.520',7.940
'0:31.524',8.284
'0:31.528',8.104
'0:31.532',7.668
'0:31.536',7.572
'0:31.540',7.912
'0:31.544',7.884
'0:31.548',7.724
'0:31.552',7.840
'0:31.556',8.004
'0:31.560',7.908
'0:31.564',7.776
'0:31.568',7.800
'0:31.572',7.964
'0:31.576',8.036
'0:31.580',7.780
'0:31.584',7.720
'0:31.588',7.876
'0:31.592',7.956
'0:31.596',7.736
'0:31.600',7.732
'0:31.604',7.808
'0:31.608',8.000
'0:31.612',7.736
'0:31.616',7.464
'0:31.620',7.560
'0:31.624',7.836
'0:31.628',7.856
'0:31.632',8.004
'0:31.636',8.676
'0:31.640',9.464
'0:31.644',9.728
'0:31.648',9.260
'0:31.652',8.636
'0:31.656',8.540
'0:31.660',8.552
'0:31.664',8.208
'0:31.668',8.168
'0:31.672',8.292
'0:31.676',8.152
'0:31.680',7.856
'0:31.684',7.788
'0:31.688',8.032
'0:31.692',8.124
'0:31.696',7.880
'0:31.700',7.764
'0:31.704',7.916
'0:31.708',7.984
'0:31.712',7.736
'0:31.716',7.684
'0:31.720',7.884
'0:31.724',8.124
'0:31.728',7.948
'0:31.732',7.748
'0:31.736',7.872
'0:31.740',8.072
'0:31.744',7.936
'0:31.748',7.672
'0:31.752',7.728
'0:31.756',8.020
'0:31.760',8.004
'0:31.764',7.780
'0:31.768',7.816
'0:31.772',8.068
'0:31.776',8.040
'0:31.780',7.784
'0:31.784',7.796
'0:31.788',7.988
'0:31.792',8.024
'0:31.796',7.756
'0:31.800',7.760
'0:31.804',7.988
'0:31.808',8.120
'0:31.812',7.908
'0:31.816',7.792
'0:31.820',7.912
'0:31.824',8.088
'0:31.828',7.960
'0:31.832',7.804
'0:31.836',7.832
'0:31.840',8.088
'0:31.844',8.000
'0:31.848',7.768
'0:31.852',7.844
'0:31.856',8.040
'0:31.860',8.008
'0:31.864',7.756
'0:31.868',7.816
'0:31.872',8.104
'0:31.876',8.148
'0:31.880',7.844
'0:31.884',7.864
'0:31.888',8.128
'0:31.892',8.220
'0:31.896',7.980
'0:31.900',7.932
'0:31.904',8.108
'0:31.908',8.272
'0:31.912',8.100
'0:31.916',8.016
'0:31.920',8.168
'0:31.924',8.360
'0:31.928',8.208
'0:31.932',8.072
'0:31.936',8.168
'0:31.940',8.428
'0:31.944',8.328
'0:31.948',8.112
'0:31.952',8.168
'0:31.956',8.432
'0:31.960',8.340
'0:31.964',8.064
'0:31.968',8.092
'0:31.972',8.360
'0:31.976',8.296
'0:31.980',8.024
'0:31.984',7.944
'0:31.988',8.140
'0:31.992',8.204
'0:31.996',7.988
'0:32.000',7.872
'0:32.004',8.004
'0:32.008',8.180
'0:32.012',7.988
'0:32.016',7.880
'0:32.020',7.936
'0:32.024',8.156
'0:32.028',8.008
'0:32.032',7.804
'0:32.036',7.924
'0:32.040',8.188
'0:32.044',8.068
'0:32.048',7.828
'0:32.052',7.884
'0:32.056',8.128
'0:32.060',8.088
'0:32.064',7.832
'0:32.068',7.860
'0:32.072',8.096
'0:32.076',8.148
'0:32.080',7.896
'0:32.084',7.896
'0:32.088',8.076
'0:32.092',8.148
'0:32.096',7.940
'0:32.100',7.884
'0:32.104',8.056
'0:32.108',8.220
'0:32.112',8.044
'0:32.116',7.876
'0:32.120',8.044
'0:32.124',8.240
'0:32.128',8.080
'0:32.132',7.880
'0:32.136',8.020
'0:32.140',8.240
'0:32.144',8.104
'0:32.148',7.892
'0:32.152',7.984
'0:32.156',8.232
'0:32.160',8.188
'0:32.164',7.920
'0:32.168',7.968
'0:32.172',8.224
'0:32.176',8.224
'0:32.180',7.984
'0:32.184',7.964
'0:32.188',8.164
'0:32.192',8.244
'0:32.196',8.008
'0:32.200',7.948
'0:32.204',8.120
'0:32.208',8.276
'0:32.212',8.092
'0:32.216',7.904
'0:32.220',8.084
'0:32.224',8.292
'0:32.228',8.128
'0:32.232',7.944
'0:32.236',8.052
'0:32.240',8.264
'0:32.244',8.192
'0:32.248',7.972
'0:32.252',8.064
'0:32.256',8.312
'0:32.260',8.212
'0:32.264',7.996
'0:32.268',8.032
'0:32.272',8.276
'0:32.276',8.280
'0:32.280',8.052
'0:32.284',8.004
'0:32.288',8.184
'0:32.292',8.300
'0:32.296',8.072
'0:32.300',8.000
'0:32.304',8.124
'0:32.308',8.304
'0:32.312',8.080
'0:32.316',7.972
'0:32.320',8.132
'0:32.324',8.356
'0:32.328',8.148
'0:32.332',7.984
'0:32.336',8.072
'0:32.340',8.332
'0:32.344',8.224
'0:32.348',7.992
'0:32.352',8.072
'0:32.356',8.292
'0:32.360',8.284
'0:32.364',7.988
'0:32.368',8.052
'0:32.372',8.256
'0:32.376',8.292
'0:32.380',8.028
'0:32.384',8.036
'0:32.388',8.272
'0:32.392',8.360
'0:32.396',8.156
'0:32.400',8.088
'0:32.404',8.284
'0:32.408',8.420
'0:32.412',8.196
'0:32.416',8.100
'0:32.420',8.244
'0:32.424',8.476
'0:32.428',8.316
'0:32.432',8.116
'0:32.436',8.212
'0:32.440',8.456
'0:32.444',8.376
'0:32.448',8.120
'0:32.452',8.216
'0:32.456',8.448
'0:32.460',8.380
'0:32.464',8.132
'0:32.468',8.164
'0:32.472',8.368
'0:32.476',8.384
'0:32.480',8.108
'0:32.484',8.072
'0:32.488',8.216
'0:32.492',8.312
'0:32.496',8.056
'0:32.500',7.984
'0:32.504',8.156
'0:32.508',8.348
'0:32.512',8.116
'0:32.516',7.960
'0:32.520',8.104
'0:32.524',8.352
'0:32.528',8.164
'0:32.532',7.968
'0:32.536',8.060
'0:32.540',8.332
'0:32.544',8.204
'0:32.548',7.968
'0:32.552',8.036
'0:32.556',8.268
'0:32.560',8.252
'0:32.564',8.000
'0:32.568',7.960
'0:32.572',8.048
'0:32.576',8.128
'0:32.580',8.012
'0:32.584',8.252
'0:32.588',8.904
'0:32.592',9.608
'0:32.596',9.944
'0:32.600',10.032
'0:32.604',9.564
'0:32.608',9.072
'0:32.612',8.724
'0:32.616',8.552
'0:32.620',8.572
'0:32.624',8.664
'0:32.628',8.388
'0:32.632',8.124
'0:32.636',8.176
'0:32.640',8.408
'0:32.644',8.304
'0:32.648',8.044
'0:32.652',8.128
'0:32.656',8.312
'0:32.660',8.324
'0:32.664',8.048
'0:32.668',8.064
'0:32.672',8.268
'0:32.676',8.324
'0:32.680',8.064
'0:32.684',8.036
'0:32.688',8.244
'0:32.692',8.340
'0:32.696',8.112
'0:32.700',8.028
'0:32.704',8.184
'0:32.708',8.364
'0:32.712',8.160
'0:32.716',8.004
'0:32.720',8.144
'0:32.724',8.356
'0:32.728',8.188
'0:32.732',8.008
'0:32.736',8.128
'0:32.740',8.368
'0:32.744',8.264
'0:32.748',8.004
'0:32.752',8.116
'0:32.756',8.324
'0:32.760',8.308
'0:32.764',8.068
'0:32.768',8.104
'0:32.772',8.288
'0:32.776',8.332
'0:32.780',8.096
'0:32.784',8.068
'0:32.788',8.280
'0:32.792',8.380
'0:32.796',8.148
'0:32.800',8.080
'0:32.804',8.264
'0:32.808',8.452
'0:32.812',8.260
'0:32.816',8.088
'0:32.820',8.236
'0:32.824',8.460
'0:32.828',8.328
'0:32.832',8.128
'0:32.836',8.268
'0:32.840',8.516
'0:32.844',8.440
'0:32.848',8.224
'0:32.852',8.292
'0:32.856',8.552
'0:32.860',8.560
'0:32.864',8.336
'0:32.868',8.360
'0:32.872',8.556
'0:32.876',8.640
'0:32.880',8.464
'0:32.884',8.424
'0:32.888',8.640
'0:32.892',8.740
'0:32.896',8.540
'0:32.900',8.476
'0:32.904',8.616
'0:32.908',8.808
'0:32.912',8.592
'0:32.916',8.404
'0:32.920',8.500
'0:32.924',8.676
'0:32.928',8.488
'0:32.932',8.256
'0:32.936',8.316
'0:32.940',8.552
'0:32.944',8.424
'0:32.948',8.176
'0:32.952',8.232
'0:32.956',8.424
'0:32.960',8.380
'0:32.964',8.092
'0:32.968',8.156
'0:32.972',8.328
'0:32.976',8.356
'0:32.980',8.128
'0:32.984',8.100
'0:32.988',8.276
'0:32.992',8.392
'0:32.996',8.144
'0:33.000',8.036
'0:33.004',8.192
'0:33.008',8.388
'0:33.012',8.184
'0:33.016',8.028
'0:33.020',8.184
'0:33.024',8.372
'0:33.028',8.220
'0:33.032',8.012
'0:33.036',8.172
'0:33.040',8.400
'0:33.044',8.292
'0:33.048',8.068
'0:33.052',8.132
'0:33.056',8.356
'0:33.060',8.320
'0:33.064',8.068
'0:33.068',8.120
'0:33.072',8.296
'0:33.076',8.384
'0:33.080',8.144
'0:33.084',8.096
'0:33.088',8.252
'0:33.092',8.392
'0:33.096',8.172
'0:33.100',8.080
'0:33.104',8.236
'0:33.108',8.412
'0:33.112',8.224
'0:33.116',8.088
'0:33.120',8.216
'0:33.124',8.412
'0:33.128',8.276
'0:33.132',8.068
'0:33.136',8.188
'0:33.140',8.412
'0:33.144',8.336
'0:33.148',8.040
'0:33.152',8.164
'0:33.156',8.388
'0:33.160',8.356
'0:33.164',8.104
'0:33.168',8.132
'0:33.172',8.308
'0:33.176',8.360
'0:33.180',8.140
'0:33.184',8.112
'0:33.188',8.300
'0:33.192',8.412
'0:33.196',8.180
'0:33.200',8.048
'0:33.204',8.204
'0:33.208',8.396
'0:33.212',8.204
'0:33.216',8.072
'0:33.220',8.208
'0:33.224',8.392
'0:33.228',8.236
'0:33.232',8.024
'0:33.236',8.164
'0:33.240',8.380
'0:33.244',8.296
'0:33.248',8.064
'0:33.252',8.140
'0:33.256',8.340
'0:33.260',8.320
'0:33.264',8.088
'0:33.268',8.124
'0:33.272',8.304
'0:33.276',8.360
'0:33.280',8.132
'0:33.284',8.116
'0:33.288',8.272
'0:33.292',8.388
'0:33.296',8.168
'0:33.300',8.068
'0:33.304',8.212
'0:33.308',8.400
'0:33.312',8.208
'0:33.316',8.040
'0:33.320',8.176
'0:33.324',8.396
'0:33.328',8.256
'0:33.332',8.040
'0:33.336',8.180
'0:33.340',8.400
'0:33.344',8.340
'0:33.348',8.108
'0:33.352',8.228
'0:33.356',8.452
'0:33.360',8.456
'0:33.364',8.188
'0:33.368',8.208
'0:33.372',8.384
'0:33.376',8.492
'0:33.380',8.260
'0:33.384',8.212
'0:33.388',8.408
'0:33.392',8.540
'0:33.396',8.328
'0:33.400',8.196
'0:33.404',8.348
'0:33.408',8.488
'0:33.412',8.328
'0:33.416',8.168
'0:33.420',8.324
'0:33.424',8.500
'0:33.428',8.340
'0:33.432',8.112
'0:33.436',8.208
'0:33.440',8.376
'0:33.444',8.268
'0:33.448',8.004
'0:33.452',8.116
'0:33.456',8.308
'0:33.460',8.296
'0:33.464',8.060
'0:33.468',8.064
'0:33.472',8.248
'0:33.476',8.316
'0:33.480',8.084
'0:33.484',8.032
'0:33.488',8.224
'0:33.492',8.372
'0:33.496',8.128
'0:33.500',8.008
'0:33.504',8.188
'0:33.508',8.376
'0:33.512',8.184
'0:33.516',8.000
'0:33.520',8.084
'0:33.524',8.172
'0:33.528',8.044
'0:33.532',7.956
'0:33.536',8.324
'0:33.540',8.992
'0:33.544',9.488
'0:33.548',9.808
'0:33.552',10.188
'0:33.556',9.928
'0:33.560',9.240
'0:33.564',8.752
'0:33.568',8.700
'0:33.572',8.748
'0:33.576',8.704
'0:33.580',8.324
'0:33.584',8.196
'0:33.588',8.364
'0:33.592',8.476
'0:33.596',8.212
